Plant Code,Plant Name,Prime Mover,Energy Source 1,Operating Year,Nameplate Capacity (MW)
3697.0,Gateway,HY,WAT,1958,4
3691.0,Spanish Fork,HY,WAT,1937,2
3688.0,Bartholomew,HY,WAT,1948,1
3683.0,Murray City,IC,NG,1948,7
3676.0,Manti Upper,HY,WAT,1939,1
3675.0,Hydro III,HY,WAT,1923,0
3666.0,Brigham City,HY,WAT,1921,0
3665.0,Bountiful City,GT,NG,1936,42
3661.0,Weber,HY,WAT,1911,3
3659.0,Stairs,HY,WAT,1912,1
3658.0,Snake Creek,HY,WAT,1910,0
3656.0,Pioneer,HY,WAT,1910,4
3655.0,Olmstead,HY,WAT,1910,9
3651.0,Granite,HY,WAT,1896,2
3648.0,Gadsby,ST,NG,1951,491
3646.0,Cutler Hydro,HY,WAT,1927,30
3644.0,Carbon,ST,BIT,1954,188
3643.0,Upper Beaver,HY,WAT,1907,2
3631.0,Sam Rayburn,CT,NG,1963,238
3630.0,Pearsall,IC,NG,1961,258
3628.0,R W Miller,ST,NG,1968,602
3627.0,North Texas,ST,NG,1958,70
3624.0,Weatherford,IC,DFO,1940,3
3613.0,W B Tuttle,ST,NG,1954,492
3612.0,V H Braunig,ST,NG,1966,1138
3611.0,O W Sommers,ST,NG,1972,892
3610.0,Mission Road,ST,NG,1958,113
3609.0,Leon Creek,GT,NG,1953,416
3604.0,J Robert Massengale,CA,NG,1952,106
3602.0,Ty Cooke,ST,NG,1964,149
3601.0,Sim Gideon,ST,NG,1965,623
3600.0,Marshall Ford,HY,WAT,1941,108
3599.0,Marble Falls,HY,WAT,1951,38
3598.0,Inks,HY,WAT,1938,15
3597.0,Granite Shoals,HY,WAT,1951,54
3595.0,Buchanan Dam (TX),HY,WAT,1938,54
3594.0,Austin,HY,WAT,1940,18
3586.0,TP 4,HY,WAT,1932,2
3585.0,Nolte,HY,WAT,1927,2
3584.0,H 5,HY,WAT,1931,2
3583.0,H 4,HY,WAT,1931,2
3582.0,Dunlap TP 1,HY,WAT,1927,2
3581.0,Abbott TP 3,HY,WAT,1927,2
3576.0,Ray Olinger,ST,NG,1967,426
3574.0,C E Newman,ST,NG,1957,94
3561.0,Bryan (TX),ST,NG,1955,138
3559.0,Silas Ray,GT,NG,1952,168
3549.0,Holly Street,ST,NG,1960,558
3548.0,Decker Creek,ST,NG,1971,930
3507.0,Trinidad (TX),ST,NG,1965,243
3504.0,Stryker Creek,ST,NG,1958,712
3503.0,River Crest,ST,NG,1954,112
3502.0,Lake Creek,ST,SUB,1953,1121
3497.0,Big Brown,ST,SUB,1971,1986
3494.0,Permian Basin,ST,NG,1958,1094
3493.0,North Main,ST,NG,1952,81
3492.0,Morgan Creek,ST,NG,1950,2160
3491.0,Handley,ST,NG,1948,1431
3490.0,Graham,ST,NG,1960,634
3489.0,Eagle Mountain,ST,NG,1954,705
3487.0,Riverview,GT,NG,1974,28
3485.0,Plant X,ST,NG,1952,434
3484.0,Nichols,ST,NG,1960,473
3483.0,Moore County,ST,NG,1954,49
3482.0,Jones,ST,NG,1971,858
3478.0,Wilkes,ST,NG,1964,882
3477.0,Lone Star,ST,NG,1954,40
3476.0,Knox Lee,ST,NG,1950,501
3471.0,Webster,ST,NG,1965,426
3470.0,W A Parish,ST,SUB,1958,4005
3469.0,T H Wharton,GT,NG,1960,1435
3468.0,Sam Bertron,ST,NG,1956,872
3466.0,P H Robinson,ST,NG,1966,2313
3464.0,Greens Bayou,ST,NG,1973,878
3460.0,Cedar Bayou,ST,NG,1970,2295
3459.0,Sabine,ST,NG,1962,2049
3457.0,Lewis Creek,ST,NG,1970,542
3456.0,Newman,CT,NG,1960,910
3455.0,Parkdale,ST,NG,1953,340
3454.0,North Lake,ST,NG,1959,707
3453.0,Mountain Creek,ST,NG,1945,956
3452.0,Lake Hubbard,ST,NG,1970,927
3443.0,Victoria,ST,NG,1955,712
3441.0,Nueces Bay,CT,NG,1949,941
3439.0,Laredo,GT,NG,1951,448
3437.0,Eagle Pass,HY,WAT,1932,9
3428.0,J P Priest,HY,WAT,1970,28
3426.0,Old Hickory,HY,WAT,1957,103
3424.0,Dale Hollow,HY,WAT,1948,54
3423.0,Cordell Hull,HY,WAT,1973,99
3421.0,Wilbur,HY,WAT,1912,10
3420.0,Watts Bar Hydro,HY,WAT,1942,173
3419.0,Watts Bar Fossil,ST,BIT,1942,240
3418.0,Watauga,HY,WAT,1949,56
3417.0,Tims Ford,HY,WAT,1972,45
3416.0,South Holston,HY,WAT,1951,38
3415.0,Pickwick Landing Dam,HY,WAT,1938,240
3414.0,Ocoee 3,HY,WAT,1943,28
3413.0,Ocoee 2,HY,WAT,1913,22
3412.0,Ocoee 1,HY,WAT,1912,15
3411.0,Norris Dam,HY,WAT,1936,130
3409.0,Nickajack,HY,WAT,1968,102
3408.0,Melton Hill,HY,WAT,1964,72
3407.0,Kingston,ST,SUB,1954,1700
3406.0,Johnsonville,ST,SUB,1951,2906
3405.0,John Sevier,ST,BIT,1955,1796
3404.0,Great Falls (TN),HY,WAT,1916,33
3403.0,Gallatin (TN),ST,SUB,1956,1914
3402.0,Fort Loudoun,HY,WAT,1943,152
3401.0,Fort Patrick Henry,HY,WAT,1953,58
3400.0,Douglas Dam,HY,WAT,1943,149
3399.0,Cumberland (TN),ST,RC,1973,2600
3398.0,Chickamauga,HY,WAT,1940,156
3397.0,Cherokee Dam,HY,WAT,1942,133
3396.0,Bull Run,ST,BIT,1967,950
3395.0,Boone Dam,HY,WAT,1953,105
3394.0,Apalachia,HY,WAT,1943,93
3393.0,Allen,ST,SUB,1959,1594
3375.0,Big Bend Dam,HY,WAT,1964,491
3373.0,Fort Randall,HY,WAT,1954,320
3356.0,Oahe,HY,WAT,1962,784
3352.0,Lake Preston,GT,DFO,1948,48
3348.0,Webster IC,IC,DFO,1932,1
3347.0,Redfield,IC,NG,1962,3
3346.0,Mobile Unit,IC,DFO,1955,3
3344.0,Huron,GT,NG,1961,57
3343.0,Highmore,IC,DFO,1948,3
3342.0,Faulkton,IC,DFO,1969,2
3341.0,Clark (SD),IC,DFO,1970,2
3338.0,Aberdeen CT,GT,NG,1978,110
3334.0,Pathfinder,ST,NG,1962,75
3325.0,Ben French,GT,NG,1960,135
3323.0,J Strom Thurmond,HY,WAT,1953,357
3321.0,Spillway,HY,WAT,1950,2
3320.0,Myrtle Beach,GT,DFO,1962,109
3319.0,Jefferies,ST,BIT,1942,586
3318.0,Hilton Head,GT,DFO,1973,116
3317.0,Dolphus M Grainger,ST,BIT,1966,162
3305.0,Rocky River (SC),IC,DFO,1941,3
3298.0,Williams,ST,RC,1972,711
3297.0,Wateree,ST,BIT,1970,770
3295.0,Urquhart,CT,NG,1953,755
3293.0,Saluda Lexington,HY,WAT,1930,205
3291.0,Parr GT,GT,NG,1970,82
3290.0,Parr Hydro,HY,WAT,1914,12
3289.0,Neal Shoals,HY,WAT,1905,4
3287.0,McMeekin,ST,NG,1958,292
3286.0,Hardeeville,GT,DFO,1968,16
3285.0,Hagood,GT,NG,1991,176
3284.0,Faber Place,GT,NG,1961,11
3283.0,Columbia Canal Hydro,HY,WAT,1927,7
3281.0,Coit GT,GT,NG,1969,38
3280.0,Canadys Steam,ST,BIT,1962,489
3277.0,Burton,GT,NG,1961,33
3275.0,Lockhart,HY,WAT,1921,17
3272.0,99 Islands,HY,WAT,1910,18
3271.0,Wylie,HY,WAT,1925,60
3270.0,Wateree Hydro,HY,WAT,1919,76
3267.0,Saluda Dam,HY,WAT,1996,0
3266.0,Rocky Creek,HY,WAT,1909,28
3265.0,Oconee,ST,NUC,1973,2665
3264.0,W S Lee,GT,NG,1951,556
3262.0,Jocassee,PS,WAT,1973,772
3261.0,Hollidays Bridge Hydro,HY,WAT,1996,4
3259.0,Great Falls (SC),HY,WAT,1907,24
3258.0,Gaston Shoals,HY,WAT,1908,5
3257.0,Fishing Creek,HY,WAT,1916,40
3256.0,Dearborn,HY,WAT,1923,45
3255.0,Cedar Creek,HY,WAT,1926,45
3254.0,Buzzard Roost,HY,WAT,1940,15
3253.0,Boyds Mill Hydro,HY,WAT,1996,0
3251.0,H B Robinson,ST,NUC,1960,990
3250.0,Darlington County,GT,NG,1974,1037
3236.0,Manchester Street,CT,NG,1995,515
3182.0,FirstEnergy Springdale Power Station,ST,DFO,1945,214
3181.0,FirstEnergy Mitchell Power Station,ST,BIT,1948,447
3179.0,Hatfields Ferry Power Station,ST,BIT,1969,1728
3178.0,FirstEnergy Armstrong Power Station,ST,BIT,1958,326
3176.0,Hunlock Power Station,CT,NG,1959,145
3175.0,Safe Harbor,HY,WAT,1931,415
3170.0,Southwark,GT,DFO,1967,72
3169.0,Schuylkill Generating Station,ST,RFO,1958,231
3168.0,Richmond Generating Station,GT,DFO,1973,130
3166.0,Peach Bottom,ST,NUC,1974,2784
3164.0,Muddy Run,PS,WAT,1967,1072
3163.0,Moser Generating Station,GT,DFO,1970,63
3162.0,Falls,GT,DFO,1970,63
3161.0,Eddystone Generating Station,ST,NG,1960,1566
3160.0,Delaware Generating Station,ST,RFO,1953,389
3159.0,Cromby Generating Station,ST,RFO,1954,419
3157.0,Chester Generating Station,GT,DFO,1969,54
3155.0,TalenEnergy Martins Creek LLC Williamsport,GT,DFO,1967,32
3154.0,TalenEnergy Martins Creek LLC West Shore,GT,DFO,1969,36
3153.0,Wallenpaupack,HY,WAT,1926,40
3152.0,Sunbury Generation LP,ST,BIT,1949,488
3149.0,TalenEnergy Montour,ST,RC,1971,1774
3148.0,TalenEnergy Martins Creek,ST,NG,1954,2104
3147.0,TalenEnergy Martins Creek LLC Lock Haven,GT,DFO,1969,18
3146.0,TalenEnergy Martins Creek LLC Jenkins,GT,DFO,1969,32
3145.0,Holtwood,HY,WAT,1910,243
3144.0,TalenEnergy Martins Creek LLC Harwood,GT,DFO,1967,32
3143.0,TalenEnergy Martins Creek LLC Harrisburg,GT,DFO,1967,64
3142.0,TalenEnergy Martins Creek LLC Fishbach,GT,DFO,1969,36
3140.0,Brunner Island,ST,NG,1961,1621
3139.0,TalenEnergy Martin Creek LLC Allentown,GT,DFO,1967,64
3138.0,New Castle Plant,ST,NG,1939,424
3136.0,Keystone,ST,BIT,1967,1884
3134.0,Wayne,GT,DFO,1972,53
3132.0,Warren,ST,BIT,1948,137
3131.0,Shawville,ST,NG,1954,632
3130.0,Seward (PA),ST,WC,1950,803
3124.0,Piney,HY,WAT,1924,30
3122.0,Homer City Generating Station,ST,BIT,1969,2012
3120.0,Blossburg,GT,NG,1971,24
3118.0,Conemaugh,ST,BIT,1970,1884
3117.0,York Haven,HY,WAT,1905,19
3116.0,Tolna,GT,DFO,1972,54
3115.0,Titus,ST,BIT,1951,261
3114.0,Shawnee (PA),GT,DFO,1972,20
3113.0,Portland (PA),ST,BIT,1958,621
3112.0,Orrtanna,GT,DFO,1971,27
3111.0,Mountain,GT,DFO,1972,54
3110.0,Hunterstown,GT,DFO,1971,60
3109.0,Hamilton (PA),GT,DFO,1971,19
3099.0,F R Phillips,ST,BIT,1943,410
3098.0,Elrama Power Plant,ST,BIT,1952,510
3096.0,Brunot Island,CT,NG,1972,414
3084.0,McNary,HY,WAT,1953,990
3083.0,Lookout Point,HY,WAT,1955,120
3082.0,John Day,HY,WAT,1968,2160
3081.0,Hills Creek,HY,WAT,1962,30
3080.0,Green Peter,HY,WAT,1967,80
3078.0,Dexter,HY,WAT,1955,15
3077.0,Detroit,HY,WAT,1953,100
3076.0,Cougar,HY,WAT,1964,26
3075.0,Bonneville,HY,WAT,1938,1156
3074.0,Big Cliff,HY,WAT,1954,18
3071.0,Walterville,HY,WAT,1949,8
3068.0,Leaburg,HY,WAT,1930,15
3067.0,Carmen Smith,HY,WAT,1963,113
3053.0,Sullivan,HY,WAT,1924,13
3050.0,Round Butte,HY,WAT,1964,372
3049.0,River Mill,HY,WAT,1911,17
3048.0,Pelton,HY,WAT,1957,109
3047.0,North Fork,HY,WAT,1958,40
3045.0,Faraday,HY,WAT,1907,35
3044.0,Bull Run Hydro,HY,WAT,1912,20
3041.0,Wallowa Falls,HY,WAT,1921,1
3040.0,Toketee Falls,HY,WAT,1949,42
3037.0,Soda Springs,HY,WAT,1952,11
3036.0,Slide Creek,HY,WAT,1951,18
3035.0,Prospect 4,HY,WAT,1944,1
3034.0,Prospect 3,HY,WAT,1932,7
3033.0,Prospect 2,HY,WAT,1928,32
3032.0,Prospect 1,HY,WAT,1912,3
3031.0,Powerdale,HY,WAT,1923,6
3029.0,Lemolo 1,HY,WAT,1955,32
3028.0,John C Boyle,HY,WAT,1958,98
3026.0,Fish Creek,HY,WAT,1952,11
3025.0,East Side,HY,WAT,1924,3
3024.0,Eagle Point,HY,WAT,1957,2
3021.0,Clearwater 2,HY,WAT,1953,26
3020.0,Clearwater 1,HY,WAT,1953,15
3014.0,Oxbow (OR),HY,WAT,1961,188
3013.0,Hells Canyon,HY,WAT,1967,390
3008.0,Mooreland,ST,NG,1964,305
3006.0,Anadarko Plant,CS,NG,1953,534
3004.0,Tenkiller Ferry,HY,WAT,1953,38
3003.0,Fort Gibson,HY,WAT,1953,44
3000.0,Boomer Lake Station,ST,NG,1956,28
2995.0,Pawhuska,IC,DFO,1949,8
2991.0,Mangum,IC,NG,1929,6
2987.0,Webbers Falls,HY,WAT,1973,60
2986.0,Kingfisher,IC,NG,1954,7
2985.0,Robert S Kerr,HY,WAT,1971,108
2984.0,Keystone Dam,HY,WAT,1968,70
2982.0,Salina,PS,WAT,1968,258
2981.0,Pensacola,HY,WAT,1940,126
2980.0,Markham,HY,WAT,1964,128
2975.0,Cushing,IC,DFO,1936,20
2966.0,Weleetka,GT,NG,1963,163
2965.0,Tulsa,ST,NG,1948,443
2964.0,Southwestern,ST,NG,1952,657
2963.0,Northeastern,ST,SUB,1961,1949
2958.0,Woodward,GT,NG,1963,11
2956.0,Seminole (OK),ST,NG,1971,1724
2953.0,Mustang,GT,NG,1950,1077
2952.0,Muskogee,ST,SUB,1956,1889
2951.0,Horseshoe Lake,ST,NG,1958,973
2950.0,Enid,GT,NG,1965,60
2947.0,Arbuckle,ST,NG,1953,73
2945.0,Anadarko,IC,DFO,1949,6
2943.0,Shelby Municipal Light Plant,ST,BIT,1948,39
2942.0,St Marys,ST,BIT,1957,41
2937.0,Piqua Power Plant,ST,BIT,1940,79
2936.0,Painesville,ST,BIT,1949,54
2935.0,Orrville,ST,BIT,1949,84
2933.0,Oberlin (OH),IC,NG,1934,18
2921.0,Lebanon,GT,DFO,1940,32
2917.0,Hamilton (OH),ST,NG,1954,137
2914.0,Dover,ST,BIT,1944,52
2909.0,West 41st Street,GT,NG,1970,32
2908.0,Lake Road (OH),ST,BIT,1941,160
2906.0,Collinwood,GT,NG,1971,16
2903.0,Bryan (OH),GT,NG,1948,38
2902.0,Arcanum,IC,DFO,1946,0
2881.0,Stryker,GT,DFO,1968,19
2880.0,Richland,GT,NG,1965,450
2878.0,FirstEnergy Bay Shore,ST,SUB,1955,663
2877.0,FirstEnergy Acme,ST,BIT,1951,72
2876.0,Kyger Creek,ST,BIT,1955,1085
2872.0,Muskingum River,ST,BIT,1953,1527
2869.0,FirstEnergy West Lorain,GT,NG,1973,555
2867.0,FirstEnergy Toronto,ST,BIT,1940,173
2866.0,FirstEnergy W H Sammis,ST,BIT,1959,2464
2864.0,FirstEnergy R E Burger,ST,BIT,1944,545
2861.0,Niles Power Plant,ST,BIT,1954,291
2860.0,FirstEnergy Mad River,GT,DFO,1972,54
2857.0,FirstEnergy Edgewater,ST,NG,1957,169
2854.0,Yankee Street,GT,NG,1969,123
2852.0,Sidney (OH),IC,DFO,1968,10
2851.0,Monument,IC,DFO,1968,10
2850.0,J M Stuart,ST,BIT,1969,2448
2848.0,O H Hutchings,ST,BIT,1948,446
2847.0,Frank M Tait,GT,NG,1967,301
2843.0,Picway,ST,BIT,1955,106
2840.0,Conesville,ST,BIT,1957,2172
2838.0,FirstEnergy Lake Shore,ST,SUB,1962,260
2837.0,FirstEnergy Eastlake,ST,BIT,1953,1289
2836.0,Avon Lake,ST,BIT,1949,873
2835.0,FirstEnergy Ashtabula,ST,SUB,1953,440
2832.0,Miami Fort,ST,BIT,1949,1441
2831.0,Dicks Creek,GT,NG,1965,158
2830.0,Walter C Beckjord,ST,BIT,1952,1431
2828.0,Cardinal,ST,BIT,1967,1880
2824.0,Stanton,ST,SUB,1967,191
2823.0,Milton R Young,ST,RC,1970,734
2822.0,Harwood,IC,DFO,1947,3
2821.0,Grand Forks,IC,DFO,1941,8
2817.0,Leland Olds,ST,RC,1966,656
2815.0,Garrison,HY,WAT,1956,614
2811.0,Grafton,IC,DFO,1937,2
2801.0,Jamestown,GT,DFO,1976,48
2791.0,Williston,GT,NG,1953,10
2790.0,R M Heskett,ST,LIG,1954,203
2783.0,Buxton,IC,DFO,1991,15
2780.0,Hiwassee Dam,PS,WAT,1940,165
2779.0,Fontana Dam,HY,WAT,1945,254
2778.0,Chatuge,HY,WAT,1954,13
2773.0,Lake Lure,HY,WAT,1927,3
2758.0,Roanoke Rapids,HY,WAT,1955,100
2757.0,Kitty Hawk,GT,DFO,1971,46
2756.0,Gaston,HY,WAT,1963,176
2751.0,Tuckasegee,HY,WAT,1950,3
2750.0,Thorpe,HY,WAT,1941,21
2749.0,Tennessee Creek,HY,WAT,1955,10
2747.0,Nantahala,HY,WAT,1942,43
2746.0,Mission,HY,WAT,1924,0
2745.0,Franklin (NC),HY,WAT,1925,0
2743.0,Cedar Cliff,HY,WAT,1952,6
2741.0,Bear Creek Dam,HY,WAT,1954,9
2736.0,Tuxedo,HY,WAT,1920,4
2735.0,Turner Shoals,HY,WAT,1996,4
2732.0,Riverbend,ST,BIT,1952,598
2730.0,Rhodhiss,HY,WAT,1925,24
2729.0,Oxford Dam,HY,WAT,1928,36
2728.0,Mountain Island,HY,WAT,1923,60
2727.0,Marshall (NC),ST,BIT,1965,2118
2726.0,Lookout Shoals,HY,WAT,1915,24
2723.0,Dan River,CT,NG,1949,1084
2722.0,Cowans Ford,HY,WAT,1963,348
2721.0,James E. Rogers Energy Complex,ST,BIT,1940,2540
2720.0,Buck,CT,NG,1941,1169
2719.0,Bridgewater,HY,WAT,1919,27
2718.0,G G Allen,ST,BIT,1957,1148
2716.0,W H Weatherspoon,ST,BIT,1949,325
2715.0,Walters,HY,WAT,1930,108
2714.0,Tillery,HY,WAT,1928,84
2713.0,L V Sutton Steam,ST,BIT,1954,760
2712.0,Roxboro,ST,BIT,1966,2573
2711.0,Morehead,GT,DFO,1968,16
2710.0,Marshall Dam,HY,WAT,1985,4
2709.0,HF Lee Plant,ST,BIT,1951,505
2708.0,Cape Fear,ST,BIT,1923,429
2707.0,Blewett,GT,DFO,1912,92
2706.0,Asheville,GT,NG,1964,835
2700.0,Watertown,HY,WAT,1924,6
2695.0,Charles P Keller,IC,NG,1942,31
2694.0,Robert Moses Power Dam,HY,WAT,1958,912
2693.0,Robert Moses Niagara,HY,WAT,1961,2423
2692.0,Lewiston Niagara,PS,WAT,1961,240
2691.0,Blenheim Gilboa,PS,WAT,1973,1000
2686.0,Vischer Ferry,HY,WAT,1924,10
2685.0,Crescent,HY,WAT,1924,10
2682.0,S A Carlson,ST,NG,1951,95
2681.0,Greenport,IC,DFO,1957,7
2679.0,Plant No 2 Freeport,GT,NG,1969,96
2678.0,Plant No 1 Freeport,IC,DFO,1941,12
2646.0,Wiscoy 170,HY,WAT,1922,0
2644.0,Rochester 9,GT,NG,1969,19
2642.0,Rochester 7,ST,BIT,1948,251
2641.0,Rochester 5,HY,WAT,1918,42
2640.0,Rochester 3,GT,DFO,1969,19
2639.0,Rochester 2,HY,WAT,1960,8
2638.0,Rochester 26,HY,WAT,1952,3
2634.0,Swinging Bridge 2,HY,WAT,1939,6
2633.0,Swinging Bridge 1,HY,WAT,1930,5
2632.0,Shoemaker,GT,NG,1972,41
2631.0,Rio,HY,WAT,1927,10
2630.0,Mongaup,HY,WAT,1923,4
2629.0,Lovett,ST,BIT,1955,448
2628.0,Hillburn,GT,NG,1972,46
2627.0,Grahamsville,HY,WAT,1956,18
2625.0,Bowline Point,ST,NG,1972,1992
2624.0,Yaleville,HY,WAT,1940,2
2623.0,Waterport,HY,WAT,1921,4
2621.0,Varick,HY,WAT,1926,8
2619.0,Trenton Falls,HY,WAT,1919,20
2617.0,Taylorville,HY,WAT,1913,4
2616.0,Sugar Island,HY,WAT,1924,4
2614.0,Stewarts Bridge,HY,WAT,1952,38
2613.0,Stark,HY,WAT,1957,26
2612.0,Spier Falls,HY,WAT,1924,56
2611.0,South Colton,HY,WAT,1954,21
2610.0,Soft Maple,HY,WAT,1925,16
2609.0,Sherman Island,HY,WAT,1923,36
2608.0,Sewalls,HY,WAT,1925,2
2607.0,Schuylerville,HY,WAT,1919,2
2606.0,Schaghticoke,HY,WAT,1908,16
2605.0,School Street,HY,WAT,1915,42
2604.0,South Edwards,HY,WAT,1912,4
2601.0,Raymondville,HY,WAT,1928,2
2600.0,Rainbow Falls Hydro,HY,WAT,1956,25
2599.0,Prospect,HY,WAT,1959,19
2598.0,Piercefield,HY,WAT,1924,1
2597.0,Parishville,HY,WAT,1925,3
2596.0,Oswego Falls West,HY,WAT,1914,3
2595.0,Oswego Falls East,HY,WAT,1914,6
2594.0,Oswego Harbor Power,ST,RFO,1948,1894
2591.0,Norwood,HY,WAT,1928,2
2590.0,Norfolk,HY,WAT,1928,5
2589.0,Nine Mile Point Nuclear Station,ST,NUC,1969,1900
2588.0,Moshier,HY,WAT,1929,8
2586.0,Minetto,HY,WAT,1915,10
2583.0,Macomb,HY,WAT,1940,1
2582.0,Lighthouse Hill,HY,WAT,1930,8
2581.0,Kamargo,HY,WAT,1921,6
2580.0,Johnsonville Dam,HY,WAT,1909,4
2579.0,Inghams,HY,WAT,1912,6
2578.0,Hydraulic Race,HY,WAT,1942,3
2576.0,Higley,HY,WAT,1913,10
2575.0,High Falls - Croghan NY,HY,WAT,1925,6
2574.0,High Dam,HY,WAT,1928,9
2573.0,Heuvelton,HY,WAT,1924,0
2572.0,Herrings,HY,WAT,1924,3
2571.0,Hannawa,HY,WAT,1914,8
2569.0,Granby,HY,WAT,1983,10
2568.0,Glenwood Hydro,HY,WAT,1950,0
2566.0,Fulton Hydro,HY,WAT,1924,0
2564.0,Franklin (NY),HY,WAT,1911,2
2563.0,Flat Rock,HY,WAT,1924,5
2562.0,Five Falls,HY,WAT,1955,24
2561.0,East Norfolk,HY,WAT,1928,4
2560.0,Ephratah,HY,WAT,1911,4
2559.0,Elmer,HY,WAT,1916,2
2557.0,Effley,HY,WAT,1902,1
2556.0,Eel Weir,HY,WAT,1928,2
2555.0,Eagle,HY,WAT,1914,6
2554.0,Dunkirk Generating Plant,ST,SUB,1950,626
2552.0,Deferiet,HY,WAT,1925,12
2551.0,Colton,HY,WAT,1918,36
2550.0,Chasm,HY,WAT,1913,3
2548.0,Browns Falls,HY,WAT,1923,16
2547.0,Blake,HY,WAT,1957,15
2546.0,Black River,HY,WAT,1920,6
2545.0,Bennetts Bridge,HY,WAT,1932,36
2544.0,Belfort,HY,WAT,1903,1
2543.0,Beardslee,HY,WAT,1924,20
2540.0,Allens Falls,HY,WAT,1927,4
2539.0,Bethlehem Energy Center,CT,NG,1952,1292
2535.0,Cayuga Operating Company,ST,BIT,1955,322
2533.0,Keuka,HY,WAT,1928,2
2532.0,Kent Falls,HY,WAT,1928,12
2530.0,High Falls - Saranac NY,HY,WAT,1948,15
2528.0,Harris Lake,IC,DFO,1967,3
2527.0,Greenidge Generation LLC,ST,NG,1950,162
2522.0,Cadyville,HY,WAT,1921,5
2521.0,West Babylon,GT,DFO,1971,52
2520.0,Southold,GT,DFO,1964,14
2519.0,South Hampton,GT,DFO,1963,11
2518.0,Shoreham,GT,DFO,1966,70
2517.0,Port Jefferson,ST,NG,1948,590
2516.0,Northport,ST,NG,1967,1564
2515.0,Montauk,IC,DFO,1962,6
2514.0,Glenwood,ST,NG,1952,338
2513.0,Far Rockaway,ST,NG,1953,100
2512.0,East Hampton,GT,DFO,1962,27
2511.0,E F Barrett,ST,NG,1956,684
2504.0,74th Street,GT,KER,1968,36
2503.0,59th Street,GT,NG,1969,17
2502.0,Waterside,ST,RFO,1941,198
2500.0,Ravenswood,ST,NG,1963,2617
2499.0,Narrows Gas Turbines Generating,GT,NG,1972,352
2497.0,Indian Point 2,ST,NUC,1973,1299
2496.0,Hudson Avenue,ST,RFO,1951,108
2494.0,Gowanus Gas Turbines Generating,GT,DFO,1971,640
2493.0,East River,GT,NG,1951,716
2491.0,Charles Poletti,ST,RFO,1977,883
2490.0,Arthur Kill Generating Station,ST,NG,1959,895
2487.0,West Coxsackie,GT,NG,1969,21
2486.0,Sturgeon,HY,WAT,1924,12
2485.0,South Cairo,GT,KER,1970,21
2483.0,Neversink,HY,WAT,1953,25
2481.0,Dashville,HY,WAT,1920,4
2480.0,Danskammer Generating Station,ST,NG,1951,535
2475.0,Algodones,ST,NG,1954,45
2469.0,Tucumcari,IC,DFO,1951,15
2465.0,Animas,ST,NG,1927,49
2454.0,Cunningham,ST,NG,1957,517
2453.0,Carlsbad,GT,NG,1977,16
2451.0,San Juan,ST,BIT,1973,1848
2450.0,Reeves,ST,NG,1960,154
2447.0,Las Vegas,GT,DFO,1973,20
2446.0,Maddox,ST,NG,1963,210
2444.0,Rio Grande,ST,NG,1957,372
2442.0,Four Corners,ST,SUB,1963,2269
2434.0,Howard Down,ST,RFO,1942,137
2411.0,PSEG Sewaren Generating Station,ST,NG,1948,565
2410.0,PSEG Salem Generating Station,ST,NUC,1971,2381
2409.0,PSEG National Park Generating Station,GT,KER,1969,18
2408.0,PSEG Mercer Generating Station,ST,BIT,1960,767
2406.0,PSEG Linden Generating Station,CT,NG,1957,2118
2404.0,PSEG Kearny Generating Station,GT,NG,1953,1420
2403.0,PSEG Hudson Generating Station,ST,NG,1964,1228
2401.0,PSEG Essex Generating Station,GT,NG,1971,585
2400.0,PSEG Edison Generating Station,GT,NG,1971,492
2399.0,PSEG Burlington Generating Station,GT,DFO,1967,806
2398.0,Bergen Generating Station,CT,NG,1959,1415
2397.0,PSEG Bayonne Generating Station,GT,KER,1970,42
2393.0,Gilbert,GT,NG,1970,608
2390.0,Sayreville,GT,NG,1955,462
2388.0,Oyster Creek,ST,NUC,1969,550
2385.0,Werner,GT,DFO,1972,212
2384.0,Deepwater,ST,NG,1930,225
2383.0,Missouri Avenue,GT,KER,1969,54
2382.0,Middle Station,GT,KER,1970,79
2380.0,Cedar Station,GT,KER,1972,67
2379.0,Carlls Corner,GT,NG,1973,82
2378.0,B L England,ST,BIT,1961,483
2369.0,White Lake,GT,JF,1968,18
2368.0,Smith (NH),HY,WAT,1948,15
2367.0,Schiller,ST,BIT,1952,171
2364.0,Merrimack,ST,BIT,1960,494
2362.0,Lost Nation,GT,DFO,1969,18
2360.0,Jackman,HY,WAT,1926,3
2359.0,Hooksett,HY,WAT,1927,1
2358.0,Gorham,HY,WAT,1917,0
2357.0,Garvins Falls,HY,WAT,1925,11
2356.0,Eastman Falls,HY,WAT,1937,5
2355.0,Ayers Island,HY,WAT,1925,6
2354.0,Amoskeag,HY,WAT,1922,16
2353.0,Wilder,HY,WAT,1950,35
2352.0,Vernon Dam,HY,WAT,1909,42
2351.0,S C Moore,HY,WAT,1957,188
2349.0,Comerford,HY,WAT,1930,166
2341.0,Mohave,ST,SUB,1971,1636
2336.0,Tracy,CT,NG,1961,1179
2330.0,Fort Churchill,ST,NG,1968,230
2326.0,Sunrise,GT,NG,1964,166
2324.0,Reid Gardner,ST,BIT,1965,636
2322.0,Clark (NVE),GT,NG,1955,1556
2316.0,Wisner,IC,DFO,1947,2
2315.0,Wilber,IC,DFO,1960,2
